Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8183564239,BTP0695,AR,PAS,03-02-2017,20,4DSD,KIA,T,21880,22680,23030,20170388,60,60,60,356180,T302,R,0217P,,K,F,3100,Brighton 4th St,,0,408,d,,YYYYYYY,,,BLUE,,0,,0,41,20A-No Parking (Non-COM),,,
7492485244,FWP6027,NY,PAS,05-05-2017,20,SUBN,NISSA,T,0,0,0,20180413,109,109,109,342496,T740,A,0711A,,Q,F,147-07,Sanford Ave,,0,408,d,,YYYYY,0700A,0600P,BL,,2014,,0,1,20A-No Parking (Non-COM),,,
4629276373,JTX2923,PA,PAS,01-05-2017,36,SDN,CHRYS,V,0,0,0,0,,0,0,0,,,0207P,,QN,,,EB ROCKAWAY BLVD @ 1,30TH ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8494213763,FWS2554,NY,PAS,02-08-2017,21,4DSD,HONDA,T,0,0,0,20180207,50,50,50,362641,T201,A,1138A,,BX,I,N,W 237th St,25ft W/of Independen,0,408,d1,,Y,1130A,0100P,BK,,2012,,0,27,21-No Parking (street clean),,,
4006804945,HBS2146,NY,PAS,12/16/2016,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0503P,,BK,,,SB UTICA AVE @ WINTH,ROP ST,0,1111,C,T,,,,BK,,2012,,0,,BUS LANE VIOLATION,,,
8489302339,KBK9732,PA,PAS,11/30/2016,17,4DSD,HYUND,T,30590,30540,53690,20170188,101,101,101,350438,T402,N,1107A,,Q,O,167,Beach 29th St,,0,408,c4,,YYYYYYY,0700A,0400P,SILVE,,0,,0,W 42,17-No Stand (exc auth veh),,,
8229032970,HAZ6249,NY,PAS,08/29/2016,16,SUBN,JEEP,T,28990,15290,28490,20170826,112,112,112,363124,T402,H,0231P,,Q,F,72-48,Austin St,,0,408,k2,,Y,0700A,0700P,GY,,2014,,0,09 4,16A-No Std (Com Veh) Non-COM,,,
8545153090,AJE9219,NY,PAS,04/21/2017,21,4DSD,BUICK,T,10280,40404,40404,20170525,62,62,62,357093,T302,A,0936A,,K,F,7401,74th St,,0,408,d1,,Y,0930A,1100A,TN,,2003,,0,40,21-No Parking (street clean),,,
7003933809,GKX6713,NY,PAS,10-10-2016,24,SUBN,HONDA,T,0,40404,40404,20180223,109,109,109,358124,T401,H,0520P,,Q,I,,Flushing Lot #3,,0,408,d5,,YYYYYYY,,,BK,,2012,,0,04 4,24-No Parking (exc auth veh),,,
8334528127,56594JS,NY,COM,09-02-2016,14,DELV,INTER,T,37370,200,12010,20170430,34,34,34,355162,T103,H,1109A,,NY,O,511,W 181st St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,19 7,14-No Standing,,,
1421579042,22250MC,NY,COM,05-12-2017,78,VAN,CHEVR,P,20190,21690,13810,20180731,5,5,5,949352,5,0,0200A,,NY,F,116,ELIZABETH ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2004,-,0,,,,,
8060034017,GMZ9119,NY,PAS,09-02-2016,38,4DSD,BMW,T,10210,18490,18510,20180326,19,19,19,355183,T103,D,0931A,,NY,F,1322,3rd Ave,,0,408,h1,,Y,0800A,0700P,GY,,2001,,0,05 7,38-Failure to Display Muni Rec,,,
7401555372,W9M982,NY,PAS,11-11-2016,20,4DSD,TOYOT,T,70620,74810,76550,20171018,52,52,52,361787,T201,R,0134P,,BX,F,2561,University Ave,,0,408,d,,YYYYYYY,,,GY,,2012,,0,S 21,20A-No Parking (Non-COM),,,
1416607547,87645MC,NY,COM,10/21/2016,46,DELV,MERCU,P,5880,9380,9430,0,72,72,72,954006,72,0,1135A,,K,F,5618,8TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1411206423,HHM2095,NY,PAS,07-09-2016,21,SUBN,NISSA,S,26130,21520,50320,20180707,40,40,0,594637,BX01,0,0847A,,BX,F,370,E 149 ST,,0,408,D1,,YYYYYYB,0830A,0900A,GREY,0,2013,-,0,,,,,
4623736404,GTW8522,NY,PAS,09/21/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0914A,,BK,,,WB KINGS HWY @ E 24T,H ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8485802627,PWD7356,OH,PAS,01/23/2017,14,DELV,INTER,T,17930,0,0,20170088,14,14,14,354150,T106,E,0802A,,NY,I,S,E 47th St,30ft E/of 5th Ave,0,408,c,,YYYYYYY,,,WHITE,,0,,0,3,14-No Standing,,,
8530905957,HJF3762,NY,OMS,03/19/2017,19,SUBN,CHEVR,T,76650,38020,18820,20170930,52,52,52,358865,T801,A,0015A,,BX,F,278,W Fordham Rd,,0,408,c3,,YYYYYYY,,,GY,,2017,,0,I,19-No Stand (bus stop),,,
8306515043,SYA6657,NC,PAS,08-09-2016,16,4DSD,MAZDA,T,35090,14510,15710,20160088,20,20,20,361273,T103,E,0817A,,NY,F,20,W 66th St,,0,408,k2,,YYYYYYY,,,GOLD,,0,,0,34 7,16A-No Std (Com Veh) Non-COM,,,
8519458786,GTX3686,NY,PAS,03/28/2017,38,4DSD,BMW,T,35490,11710,13610,20181003,20,20,20,363578,T103,C,0559P,,NY,F,200,W 86th St,,0,408,h1,,Y,0900A,0700P,BL,,2015,,0,33,38-Failure to Display Muni Rec,,,
8149019467,76106MB,NY,COM,08-02-2016,40,PICK,FORD,T,41330,54830,58730,20171130,90,90,90,356501,T301,E,1210P,,K,F,551-553,Flushing Ave,,0,408,e2,,YYYYYYY,,,WH,,2006,,0,15 3,40-Fire Hydrant,,,
1411425133,FEL5045,VA,PAS,11/21/2016,40,SDN,DODGE,P,42490,7690,7990,20161231,115,115,115,961285,115,0,0809A,,Q,F,108-28,DITMARS BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,ORANG,0,2013,-,4,,,,,
8528858352,81213MA,NY,COM,04/19/2017,38,PICK,TOYOT,T,20820,76950,27540,20190131,45,45,45,364864,T201,J,1249P,,BX,F,2007,Colonial Ave,,0,408,h1,,Y,0800A,0700P,WH,,2013,,0,18,38-Failure to Display Muni Rec,,,
8218548403,23615MD,NY,COM,09/23/2016,48,DELV,INTER,T,5690,10440,10490,20170430,108,108,108,363494,T401,N,0426P,,Q,F,47-18,11th St,,0,408,e9,,,,,WH,,2006,,0,F 41,48-Bike Lane,,,
8346009367,91672MG,NY,COM,08/25/2016,38,VAN,FORD,T,61090,66890,51790,20170831,115,115,115,363489,T401,Q,1142A,,Q,F,95-44,Roosevelt Ave,,0,408,h1,,Y,0800A,0700P,WH,,2008,,0,21 4,38-Failure to Display Muni Rec,,,
8251520411,HHK8219,NY,PAS,11-01-2016,14,4DSD,HONDA,T,21740,0,0,20180602,6,6,6,364886,T105,D,0303P,,NY,I,S,Greenwich Ave,10ft E/of W 10th St,0,408,c,,YYYYYYY,,,GY,,2016,,0,61,14-No Standing,,,
4632468794,EHT6006,NY,PAS,04-04-2017,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0800A,,BK,,,WB KINGS HWY @ E 24T,H ST,0,1180,B,T,,,,GY,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8519068443,52471MC,NY,COM,05/19/2017,46,VAN,NISSA,T,10210,18820,18830,20180630,19,19,19,362570,T103,C,0108P,,NY,F,1650,3rd Ave,,0,408,F1,,YYYYYYY,,,WH,,2014,,0,58,46B-Double Parking (Com-100Ft),,,
7883296346,H72HGZ,NJ,PAS,02-10-2017,38,4DSD,INFIN,T,36420,27180,27270,88888888,46,46,46,364891,T201,J,1058A,,BX,F,2404,Grand Concourse,,0,408,h1,,Y,0800A,0700P,BLACK,,0,,0,8,38-Failure to Display Muni Rec,,,
8264034627,803335N,NJ,PAS,09/27/2016,37,SUBN,CHEVR,T,23290,49690,17790,88888888,103,103,103,364016,T402,E,0243P,1209P,Q,O,87-68,150th St,,20160927,408,h1,,Y,0800A,0700P,BLACK,,0,408-1927,0,16 4,37-Expired Muni Meter,,,
8270081711,23629MJ,NY,COM,10/26/2016,37,VAN,FORD,T,14780,67530,35730,20180331,61,61,61,352979,T302,Q,0405P,1200P,K,F,2020,Avenue X,,0,408,h1,,Y,0900A,0700P,BL,,2016,357-3005,0,N 32,37-Expired Muni Meter,,,
8519260550,6685CG,CT,CMB,05/16/2017,53,VAN,FORD,T,10010,18490,18510,20170088,19,19,19,345205,T103,P,0301P,,NY,O,1456,1st Ave,,0,408,f6,,YYYYYYY,,,BLUE,,0,,0,5,53-Safety Zone,,,
8504217668,16428MJ,NY,COM,05/16/2017,21,VAN,HIN,T,24790,13310,13000,20180331,6,6,6,346157,T105,J,0919A,,NY,O,10,Leroy St,,0,408,d1,,Y  Y,0900A,1030A,WH,,2016,,0,19,21-No Parking (street clean),,,
7298316023,12053MJ,NY,COM,11/17/2016,46,VAN,FRUEH,T,19450,27790,24890,88888888,25,25,25,361305,T103,S,1204P,,NY,F,111,E 125th St,,0,408,F1,,,,,BROWN,,2016,,0,01 7,46B-Double Parking (Com-100Ft),,,
4633141650,FZW1763,NY,PAS,04/28/2017,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1034A,,QN,,,WB JAMAICA AVE @ 224,TH ST,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8548554150,GTP8643,NY,PAS,04/26/2017,38,SUBN,FORD,T,6380,8880,8930,20180910,66,66,66,364018,T302,P,0524P,,K,F,4602,13th Ave,,0,408,h1,,Y,0830A,0700P,GY,,2005,,0,43,38-Failure to Display Muni Rec,,,
7063505555,GVZ6499,NY,PAS,11/28/2016,14,4DSD,BMW,T,34690,0,0,20170218,18,18,18,355057,T106,A,0830A,,NY,I,N,W 46th St,20ft E/of 5th Ave,0,408,c,,YYYYY,0700A,0600P,BLACK,,2008,,0,G 17,14-No Standing,,,
4622675511,JHZ4351,PA,PAS,08-02-2016,36,SW,NISSA,V,0,0,0,0,,0,0,0,,,0349P,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8471105354,HFD2713,NY,PAS,09/23/2016,21,VAN,CHEVR,T,18370,10410,25390,20180222,19,19,19,355455,T103,K,1117A,,NY,F,18,E 69th St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2002,,0,C 77,21-No Parking (street clean),,,
8533601499,HFM6516,NY,PAS,03/17/2017,50,4DSD,ME/BE,T,0,0,0,88880088,75,75,75,351984,T301,L,0822A,,K,I,S,Dumont Ave,0ft E/of Georgia Ave,0,408,e5,,YYYYYYY,,,BLACK,,0,,0,W,50-Crosswalk,,,
4623192878,87053ME,NY,COM,09-09-2016,36,VAN,CHEVR,V,10350,40404,40404,0,,0,0,0,,,0208P,,BK,,,SB 4TH AVE @ 13TH ST,,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1413609041,HFX2951,NY,PAS,08-01-2016,20,SDN,CHEVR,P,18630,39430,81530,20180531,71,71,71,960327,71,0,0258A,,K,F,1767,BEDFORD AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
8558261131,DSV3210,NY,PAS,05/18/2017,14,SUBN,NISSA,T,63290,11240,11640,20181008,111,111,111,364866,T401,N,0230P,,Q,O,54-12,Springfield Blvd,,0,408,c,,YYYYYYY,0700A,0400P,WH,,2016,,0,X,14-No Standing,,,
8546051598,EAMJ64,NY,PAS,06/15/2017,21,SUBN,JEEP,T,35180,14530,14580,20170831,61,61,61,365908,T302,P,0957A,,K,O,1921,E 9th St,,0,408,d1,,Y,0930A,1100A,BLACK,,0,,0,3,21-No Parking (street clean),,,
8534369677,GHM2700,NY,PAS,06-01-2017,38,SUBN,ME/BE,T,77730,13430,68930,20170606,84,84,84,355121,T301,B,0443P,,K,F,109,Smith St,,0,408,h1,,Y,0730A,0700P,WH,,2010,,0,SPCL,38-Failure to Display Muni Rec,,,
1414183550,GZX2745,NY,PAS,12-03-2016,40,SDN,BMW,P,36350,31390,15910,20170802,26,26,26,960397,26,0,0435A,,NY,F,409,W 129 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,
4631842430,GZP7243,NY,OMS,03/20/2017,36,4DSD,CHRYS,V,0,0,0,0,,0,0,0,,,0218P,,BK,,,SB PENNSYLVANIA AVE,@ SCHROEDERS AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1412065161,FEY5842,NY,PAS,08/23/2016,21,SUBN,ACURA,C,13610,36630,36650,20161129,30,30,0,979840,MN09,0,0845A,,NY,F,3511,BROADWAY,,0,408,D1,,YYYYYYB,0830A,0900A,BLACK,0,2008,-,0,,,,,
8509078816,6ZFE30,MA,PAS,04/18/2017,38,2DSD,VOLKS,T,13460,31490,19890,20171088,5,5,5,362626,T101,H,0931A,,NY,F,250,Bowery,,0,408,h1,,Y,0900A,0700P,BLUE,,0,,0,95,38-Failure to Display Muni Rec,,,
5092688476,T709677C,NY,OMT,07/23/2016,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0702P,,BK,,,PENNSYLVANIA AVE (S/,B) @ LINDEN BLVD,0,1111,D,T,,,,BK,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8561457466,4301DLI,NJ,PAS,06-07-2017,38,4DSD,NS/OT,T,46190,13990,14240,88880088,104,104,104,365342,T402,J,0512P,,Q,F,67-12,Fresh Pond Rd,,0,408,h1,,Y,0800A,0700P,BLACK,,0,,0,25,38-Failure to Display Muni Rec,,,
8548956150,GRS3992,NY,PAS,05/21/2017,40,SUBN,TOYOT,T,10430,6880,6980,20180710,68,68,68,363929,T302,P,1207P,,K,F,1857,77th St,,0,408,e2,,YYYYYYY,,,GY,,2005,,2,40,40-Fire Hydrant,,,
4633853223,HHF4058,NY,OMS,05/15/2017,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1149A,,BK,,,NB CROPSEY AVE @ 25T,H AVE,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7006328378,T652911C,NY,OMT,07/31/2016,24,SUBN,GMC,T,9540,16290,16490,20170430,110,110,110,363538,T401,P,1242P,,Q,O,78-07,41st Ave,,0,408,d5,,YYYYYYY,,,BLACK,,2014,,0,17 4,24-No Parking (exc auth veh),,,
4632917114,DZL3134,NY,PAS,04/24/2017,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0258P,,BK,,,WB FLATLANDS AVE @ E,77TH ST,0,1180,B,T,,,,WH,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4631864527,FCX1658,NY,PAS,03/21/2017,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0824A,,QN,,,WB ATLANTIC AVE @ 86,TH ST,0,1180,B,T,,,,MR,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8477365283,XCNV60,NJ,PAS,06-07-2017,14,DELV,ISUZU,T,17770,24890,10210,88880088,17,17,17,358585,T102,D,0816A,,NY,O,158,E 39th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,1,14-No Standing,,,
8496105295,75857JD,NY,COM,03/31/2017,47,DELV,ISUZU,T,10810,34190,34210,20170531,10,10,10,365346,T102,G,0424P,,NY,F,228,8th Ave,,0,408,l2,,Y,0700A,0700P,WH,,2010,,0,18,47-Double PKG-Midtown,,,
8529810223,KDF9554,PA,PAS,05-03-2017,14,4DSD,HYUND,T,55520,68220,72920,88880088,49,49,49,365308,T201,P,1157A,,BX,O,2300,Olinville Ave,,0,408,c,,YYYYY,0700A,0400P,BLACK,,0,,0,14,14-No Standing,,,
8364005870,AMY2936,NY,PAS,07/21/2016,21,4DSD,TOYOT,T,55330,64830,36330,20170908,67,67,67,331331,T302,Q,0811A,,K,F,395,Lenox Rd,,0,408,d1,,Y  Y,0800A,0930A,GY,,2004,,0,C 32,21-No Parking (street clean),,,
8506016800,64649JY,NY,COM,03/17/2017,20,VAN,FORD,T,25990,23130,21690,20180831,1,1,1,361901,T105,D,0153P,0115P,NY,F,18,Mercer St,,20170317,408,d,,YYYYY,0800A,0600P,WH,,2012,,0,49,20-No Parking (Com Plate),,,
7933957250,CI12DN,MA,PAS,04/17/2017,38,SUBN,NISSA,T,61090,15340,15540,20180288,110,110,110,357800,T401,G,0442P,,Q,F,72-24,Roosevelt Ave,,0,408,h1,,Y,0800A,0700P,GREY,,0,,0,23,38-Failure to Display Muni Rec,,,
8249060910,YART031,OR,PAS,12/14/2016,14,DELV,INTER,T,28490,0,0,20161288,1,1,1,363573,T105,H,0822A,,NY,I,E,Pearl St,50ft S/of Whitehall,0,408,c,,YYYYYYY,,,WHITE,,0,,0,20,14-No Standing,,,
8566200226,89033MG,NY,COM,05-04-2017,38,PICK,TOYOT,T,18240,0,0,20180131,102,102,102,353159,T402,D,0920A,,Q,I,W,90th St,5ft N/of Jamaica Ave,0,408,h1,,Y,0900A,0700P,WH,,2006,,0,33,38-Failure to Display Muni Rec,,,
8544353769,HNJ3587,NY,PAS,05-12-2017,21,SUBN,MAZDA,T,67530,30530,25130,20190207,67,67,67,356958,T302,A,0845A,,K,O,410,Ocean Ave,,0,408,d1,,Y,0830A,1000A,GY,,2011,,0,9,21-No Parking (street clean),,,
1420059415,GFR3575,NY,PAS,05-11-2017,21,SUBN,CHEVR,S,5540,7340,7440,20170630,114,114,0,527619,QW01,0,1146A,,Q,O,26-Mar,9 ST,,0,408,D1,,YBBYBBB,1130A,0100P,RED,0,2002,-,0,,,,,
5093937368,GCN3238,NY,PAS,10/17/2016,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1141A,,QN,,,BOOTH MEMORIAL AVE (,W/B) @ KISSENA BLVD,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5095138736,PFP2056,NC,PAS,01/26/2017,7,MP,DODGE,V,0,0,0,0,,0,0,0,,,0357P,,BK,,,ATLANTIC AVE (W/B) @,KINGSTON AVE,0,1111,D,T,,,,,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
1401822496,HNP1290,NY,PAS,02/22/2017,40,SDN,NISSA,P,72230,75430,86630,20170314,71,71,71,959675,71,0,0204A,,K,F,1622,PRESIDENT ST,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2014,-,0,,,,,
4634608121,FMW9117,NY,PAS,06-01-2017,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0138P,,BK,,,NB FLATBUSH AVE @ AV,E M,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1415418020,HFB9170,NY,PAS,10/17/2016,46,SDN,NISSA,P,72230,73690,67030,20180212,71,71,71,956004,71,0,0611P,,,F,1180,PRESIDENT ST,,0,408,J6,,BBBBBBB,ALL,ALL,BROWN,0,2013,-,0,,,,,
7724075682,HNH3209,NY,OMS,05-01-2017,40,SUBN,NISSA,T,21190,0,0,20170930,33,33,33,332131,T108,A,0731A,,NY,I,W,Fort Washington Ave,80ft N/of W 173rd St,0,408,e2,,YYYYYYY,,,GY,,2017,,4,1,40-Fire Hydrant,,,
8517003901,AM726V,NJ,PAS,03-07-2017,19,DELV,FRUEH,T,10010,18390,18410,88880088,19,19,19,361112,T103,O,1105A,,NY,F,1306,1st Ave,,0,408,c3,,YYYYYYY,,,GREEN,,0,,0,C,19-No Stand (bus stop),,,
7499939650,HGM4768,NY,PAS,11/25/2016,38,SUBN,LEXUS,T,8690,0,0,20180430,109,109,109,364024,T401,A,0158P,,Q,I,S,36th Ave,60ft E/of College Po,0,408,h1,,Y,0900A,0700P,GY,,2016,,0,02 4,38-Failure to Display Muni Rec,,,
8471701730,71281MD,NY,COM,09/15/2016,18,DELV,INTER,T,10010,18650,18670,20170831,19,19,19,357724,T503,D1,0344P,,NY,F,1606,1st Ave,,0,408,f4,,YYYYYYY,,,MR,,2014,,0,C 77,18-No Stand (bus lane),,,
1421262885,GTD5036,NY,PAS,05-11-2017,21,SUBN,ME/BE,S,77730,15180,24230,20180829,76,76,0,635835,KS06,0,0754A,,K,F,217,SMITH STREET,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2012,-,0,,,,,
8422021110,62217MG,NY,COM,01/13/2017,21,DELV,ISUZU,T,18390,27790,24890,20170331,19,19,19,338894,T103,E,1131A,,NY,F,110,E 70th St,,0,408,d1,,Y  Y,1100A,1230A,BLUE,,2015,,0,12,21-No Parking (street clean),,,
7924514466,K035181,TX,PAS,10/20/2016,14,DELV,HINO,T,25390,17870,17890,20160088,14,14,14,346181,TSO,A,0827A,,NY,F,350,Madison Ave,,0,408,c,,YYYYYYY,0700A,0600P,WHITE,,0,,0,01 6,14-No Standing,,,
8488215769,12029JY,NY,COM,06-02-2017,69,VAN,CHEVR,T,34430,10510,10610,88880088,14,14,14,365805,T102,X,1246P,,NY,F,157,W 33rd St,,0,408,h1,,YYYYY,0700A,0700P,WHITE,,2007,,0,9,69-Failure to Disp Muni Recpt,,,
1420186073,AG91780,CT,PAS,02/28/2017,46,P-U,DODGE,P,0,40404,40404,0,41,41,41,898915,41,0,1030A,,BX,F,523,LONGFELLOW,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
8324540027,BR74GB,MA,PAS,01/30/2017,40,SUBN,CHEVR,T,37470,33400,12010,20170488,34,34,34,355180,T103,A,0642A,,NY,F,511,W 186th St,,0,408,e2,,YYYYYYY,,,RED,,0,,9,CC7,40-Fire Hydrant,,,
4007017104,GYD5175,NY,PAS,02/27/2017,5,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0303P,,BK,,,SB NOSTRAND AVE @ EA,STERN PKWY,0,1111,C,T,,,,BK,,2002,,0,,BUS LANE VIOLATION,,,
8120531360,2TM150,OK,PAS,09/30/2016,40,DELV,FORD,T,34770,10810,10910,20160088,18,18,18,363132,T102,N,0428P,,NY,O,302,W 50th St,,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,40 6,40-Fire Hydrant,,,
8112535061,GXC6411,NY,PAS,10/17/2016,9,SUBN,HONDA,T,10210,17730,0,20170312,17,17,17,362639,T102,G,0518P,,NY,X,,3rd Ave,E 37th St,0,408,e1,,,,,WH,,0,,0,99 6,09-Blocking the Box,,,
1415949062,T637455C,NY,OMT,11-03-2016,21,SDN,TOYOT,S,54050,35380,35430,20170630,61,61,0,527687,KS15,0,0813A,,K,O,1321,KINGS HWY,,0,408,D1,,YYYYYYB,0800A,0830A,GRAY,0,2012,-,0,,,,,
1412278338,93ST50,NY,MOT,07/13/2016,71,MOT,BMW,P,18550,27790,24890,0,13,13,13,901431,13,0,1020A,,NY,F,130,E 78 ST,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
8400511440,DUB1022,NY,PAS,09/24/2016,70,4DSD,LEXUS,T,17330,9780,9830,20160914,62,62,62,359630,T302,I,0309P,,K,F,6403,Bay Pky,,0,408,j3,,YYYYYYY,,,GY,,2009,,0,04 3,70A-Reg. Sticker Expired (NYS),,,
1411376110,HBX9230,NY,PAS,07/26/2016,98,SDN,NISSA,P,31190,36750,36770,20171213,30,30,30,0,30,0,0242A,,NY,F,791,ST.NICHOLAS AVENUE,,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
4624869618,HFY4898,NY,OMS,10-11-2016,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1247P,,QN,,,WB UNION TPK. 262 ST,- 255 ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8481871060,ZWN61A,NJ,PAS,04/29/2017,20,SUBN,BMW,T,34930,10510,10610,88880088,18,18,18,363516,T506,A,1134A,,NY,F,134,W 58th St,,0,408,d,,Y,0700A,0700P,GREY,,0,,0,9,20A-No Parking (Non-COM),,,
8215529173,GLY6915,NY,PAS,09-10-2016,38,SUBN,LEXUS,T,8790,16490,16590,20171230,115,115,115,363494,T401,U,1201P,,Q,O,79-28,37th Ave,,0,408,h1,,Y,0900A,0700P,SILVE,,2006,,0,18-P,38-Failure to Display Muni Rec,,,
8503070870,GWU5483,NY,PAS,04-07-2017,21,SUBN,GMC,T,7440,38110,42490,20190224,115,115,115,364873,T401,N,1139A,,Q,F,106-09,27th Ave,,0,408,d1,,Y,1130A,0100P,BLACK,,2012,,0,L,21-No Parking (street clean),,,
8168036335,CBK1526,NY,PAS,09-01-2016,21,4DSD,INFIN,T,35130,14230,73500,20161027,70,70,70,361831,T302,B,1221P,,K,O,1307,E 8th St,,0,408,d1,,Y,1130A,0100P,GREY,,2002,,0,02 3,21-No Parking (street clean),,,
5092962069,T675693C,NY,OMT,08/18/2016,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0718P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,BL,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
8285526136,492ZMU,CT,PAS,07/13/2016,21,4DSD,HONDA,T,56630,0,0,20160088,112,112,112,355054,T402,L,0952A,,Q,I,W,Nansen St,7ft N/of Selfridge S,0,408,d1,,Y,0930A,1100A,BLACK,,0,,0,K 42,21-No Parking (street clean),,,
8143038658,KCB9750,PA,PAS,07/20/2016,21,4DSD,CADIL,T,15220,68220,72920,20170288,49,49,49,349900,T202,O,1140A,,BX,O,2292,Bronx Park East,,0,408,d1,,Y,1130A,0100P,BLUE,,0,,0,H 22,21-No Parking (street clean),,,
8224042893,FCV5699,NY,PAS,12/22/2016,20,SUBN,NISSA,T,14740,28990,59990,20180730,112,112,112,363124,T402,H,0742P,,Q,F,106-20,70th Ave,,0,408,d,,YYYYYYY,,,BLACK,,2015,,0,09 4,20A-No Parking (Non-COM),,,
7007134350,KQQ866,SC,PAS,08/23/2016,40,4DSD,HONDA,T,17740,0,0,20160388,115,115,115,358571,T401,S,1136A,,Q,I,W,87th St,10ft N/of Northern B,0,408,e2,,YYYYYYY,,,OTHER,,0,,2,25-A,40-Fire Hydrant,,,
1407604650,HHU9097,NY,PAS,10/20/2016,21,SUBN,JEEP,X,44230,39930,30430,20180620,75,75,504,332045,T504,0,0848A,,K,F,79,GLEN ST,,0,408,D1,,YBBYBBB,0800A,0930A,WH,0,2016,-,0,,,,,
8372536752,HCD4469,NY,PAS,01/19/2017,71,SUBN,FORD,T,66790,0,0,20171122,103,103,103,361836,T402,R,0137P,,Q,I,E,Waltham St,10ft N/of Lakewood A,0,408,j6,,YYYYYYY,,,GY,,2008,,0,E,71A-Insp Sticker Expired (NYS),,,
8529664577,GEK5132,NY,PAS,06-03-2017,71,4DSD,ME/BE,T,13320,52220,61220,20170311,49,49,49,365305,T201,P,1048A,,BX,F,1839,Bogart Ave,,0,408,j6,,YYYYYYY,,,BK,,2013,,0,8,71A-Insp Sticker Expired (NYS),,,
